in	O
den	O
Unterleib	O
und	O
schleiften	O
sie	O
an	O
den	O
Haaren	O
aus	O
dem	O
Saal	O
.	O

Minute	O
fiel	O
das	O
kurioseste	O
Tor	O
:	O
Als	O
Torwart	O
Kristinsson	O
die	O
Situation	O
schon	O
bereinigt	O
hatte	O
,	O
schoß	O
Sveinsson	O
den	O
am	B-LIT
Boden	I-LIT
liegenden	I-LIT
Witeczek	O
so	O
unglücklich	O
an	O
,	O
daß	O
der	O
Ball	O
ins	O
Tor	O
prallte	O
.	O

Das	O
Land	O
liegt	B-FIG
wirtschaftlich	O
am	I-FIG
Boden	I-FIG
,	O
an	O
allen	O
Arten	O
von	O
Medikamenten	O
herrscht	O
Mangel	O
,	O
darunter	O
auch	O
an	O
Verhütungsmitteln	O
,	O
die	O
ausschließlich	O
auf	O
dem	O
Schwarzmarkt	O
zu	O
erstehen	O
sind	O
.	O

Die	O
kalkulierte	O
Ausgewogenheit	O
zwischen	O
Folk-Wurzeln	O
und	O
kosmopolitischem	O
Rockpop-Potential	O
,	O
die	O
auf	O
"	O
Ne	O
La	O
Thiass	O
"	O
im	O
dezenten	O
Einsatz	O
akustischer	O
und	O
elektrischer	O
Instrumentierung	O
zum	O
Ausdruck	O
kommt	O
,	O
birgt	O
das	O
Modell	O
,	O
mit	O
dem	O
die	O
senegalesische	O
Musikindustrie	O
den	O
Anschluß	O
an	O
andere	O
Exportgüter	O
sucht	O
:	O
Das	O
wirtschaftlich	O
am	B-FIG
Boden	I-FIG
liegende	I-FIG
Land	O
ist	O
größter	O
Erdnußexporteur	O
der	O
Welt	O
und	O
senegalesische	O
Musik	O
Spitzenreiter	O
im	O
allerdings	O
marginalen	O
Weltmusikmarkt	O
.	O

Die	O
ehemals	O
zahlreichen	O
Touristen	O
bleiben	O
aus	O
,	O
tägliche	O
Stromsperren	O
an	O
der	O
Küste	O
verändern	O
und	O
erschweren	O
den	O
Tagesablauf	O
,	O
das	O
Wirtschaftsleben	O
liegt	B-FIG
am	I-FIG
Boden	I-FIG
.	O

Pakistanische	O
Soldaten	O
schießen	O
in	O
eine	O
aufgebrachte	O
Menge	O
von	O
Zivilisten	O
,	O
Frauen	O
und	O
Kinder	O
bleiben	O
tot	O
oder	O
verletzt	O
am	B-LIT
Boden	I-LIT
liegen	I-LIT
-	O
geradezu	O
atavistische	O
Rache	O
für	O
den	O
Mord	O
an	O
23	O
UN-pakistanischen	O
Soldaten	O
kurze	O
Zeit	O
zuvor	O
.	O

Ein	O
Mann	O
liegt	B-LIT
bäuchlings	O
ausgestreckt	O
am	I-LIT
Boden	I-LIT
,	O
ein	O
anderer	O
kriecht	O
auf	O
Knien	O
an	O
der	O
Wand	O
entlang	O
.	O

Das	O
kündigte	O
gestern	O
der	O
innenpolitische	O
Sprecher	O
der	O
Grünen	O
und	O
"	O
Kritische	O
Polizist	O
"	O
Manfred	O
Mahr	O
an	O
:	O
"	O
Beamte	O
,	O
die	O
wehrlos	O
am	B-LIT
Boden	I-LIT
liegende	I-LIT
Demonstranten	O
mißhandeln	O
,	O
haben	O
in	O
diesem	O
Beruf	O
nichts	O
zu	O
suchen	O
.	O

Aber	O
an	O
wen	O
sollen	O
sich	O
die	O
gequälten	O
Staatsbürger	O
wenden	O
,	O
wenn	O
Leviathan	O
am	B-FIG
Boden	I-FIG
liegt	I-FIG
,	O
Behemoth	O
triumphiert	O
und	O
weit	O
und	O
breit	O
kein	O
starker	O
Arm	O
zu	O
sehen	O
ist	O
?	O

Die	O
Kartoffeln	O
fallen	O
ihm	O
aus	O
der	O
Hand	O
,	O
rollen	O
in	O
den	O
Raum	O
,	O
stoßen	O
an	O
am	B-LIT
Boden	I-LIT
liegende	I-LIT
,	O
ineinander	O
verknäulte	O
oder	O
in	O
einen	O
Stuhl	O
eingesperrte	O
Gestalten	O
an	O
:	O
Vincents	O
Umgebung	O
.	O

Auch	O
bevor	O
er	O
sich	O
auf	O
den	O
am	B-LIT
Boden	I-LIT
liegenden	I-LIT
Sohn	O
legt	O
und	O
ihn	O
so	O
mit	O
der	O
eigenen	O
Körperfülle	O
ersticken	O
will	O
,	O
kündigt	O
er	O
seine	O
Handlung	O
leise	O
,	O
wie	O
resigniert	O
an	O
:	O
"	O
Jetzt	O
aber	O
mach	O
ich	O
's	O
kurz	O
.	O

Die	O
Anti-	O
AKW-Bewegung	O
,	O
die	O
60.000	O
Menschen	O
an	O
den	O
Bauplatz	O
mobilisiert	O
hatte	O
,	O
lag	B-FIG
am	I-FIG
Boden	I-FIG
.	O

Der	O
Vergewaltiger	O
habe	O
zu	O
diesem	O
Zeitpunk't	O
bedingt	O
durch	O
Verletzungen	O
an	O
den	O
Hoden	O
,	O
entkräftet	O
am	B-LIT
Boden	I-LIT
gelegen	I-LIT
.	O

Kurze	O
Zeit	O
später	O
liegt	B-LIT
ein	O
18jähriger	O
erschlagen	O
am	I-LIT
Boden	I-LIT
-	O
tödlich	O
an	O
Hals	O
und	O
Schläfe	O
getroffen	O
.	O

Das	O
gesamte	O
Regenwaldgebiet	O
an	O
der	O
Costa	O
Atlantica	O
ist	O
gefällt	O
,	O
rund	O
eine	O
Million	O
Kubikmeter	O
Holz	O
liegt	B-LIT
am	I-LIT
Boden	I-LIT
und	O
wird	O
dort	O
wahrscheinlich	O
verfaulend	O
Myriaden	O
von	O
Bakterien	O
nähren	O
,	O
die	O
das	O
empfindliche	O
Ökosystem	O
dieses	O
Waldes	O
vollends	O
zum	O
Zusammenbruch	O
bringen	O
,	O
während	O
andernorts	O
mangels	O
Bergungs-	O
und	O
Transportmöglichkeiten	O
Brennholz	O
und	O
Bretter	O
fehlen	O
werden	O
.	O

Ministeriumssprecher	O
Bachmaier	O
betonte	O
gestern	O
,	O
daß	O
eine	O
nochmalige	O
Befragung	O
der	O
sechs	O
"	O
an	O
Zugriff	O
und	O
Schußwechsel	O
"	O
beteiligten	O
GSG	O
9-Beamten	O
ergeben	O
habe	O
,	O
daß	O
keiner	O
von	O
ihnen	O
auf	O
den	O
am	B-LIT
Boden	I-LIT
liegenden	I-LIT
Grams	O
geschossen	O
oder	O
einen	O
"	O
aufgesetzten	O
Schuß	O
"	O
abgegeben	O
haben	O
will	O
.	O

Sekunden	O
später	O
liegt	B-LIT
Marie	O
ausgestreckt	O
am	I-LIT
Boden	I-LIT
,	O
krampfhaft	O
preßt	O
sie	O
ein	O
Stück	O
Seide	O
an	O
ihre	O
Brust	O
,	O
auf	O
ihrem	O
Gesicht	O
ekstatische	O
Glückseligkeit	O
.	O

Der	O
eine	O
,	O
Thon	O
,	O
war	O
eine	O
Art	O
Spielmacher	O
und	O
Dribbler	O
,	O
veränderte	O
Arbeitsauffassung	O
und	O
Stil	O
,	O
paßte	O
sie	O
den	O
modernen	O
,	O
internationalen	O
Gegebenheiten	O
des	O
Spiels	O
an	O
,	O
führte	O
das	O
am	B-FIG
Boden	I-FIG
liegende	I-FIG
Schalke	O
mit	O
etwas	O
Glück	O
und	O
viel	O
System	O
zu	O
internationalem	O
Erfolg	O
.	O

Der	O
Italiener	O
Paolo	O
klammert	O
sich	O
,	O
nackt	O
am	B-LIT
Boden	I-LIT
liegend	I-LIT
,	O
an	O
eine	O
Amphore	O
.	O

Allerdings	O
hat	O
das	O
Experiment	O
,	O
über	O
den	O
Bildschirm	O
das	O
Evangelium	O
zu	O
verkünden	O
-	O
sei	O
es	O
als	O
Varietevorstellung	O
oder	O
als	O
bibelversdonnernde	O
Predigt	O
-	O
,	O
in	O
letzter	O
Zeit	O
durch	O
einige	O
Predigeraffären	O
erheblich	O
an	B-FIG
Glanz	I-FIG
und	O
damit	O
auch	O
an	O
Geld	O
verloren	I-FIG
.	O

Diese	O
traute	O
Idylle	O
von	O
Politik	O
und	O
Planung	O
verliert	B-FIG
jedoch	O
schnell	O
an	I-FIG
Glanz	I-FIG
,	O
wendet	O
man	O
sich	O
den	O
Innereien	O
des	O
Gutachtens	O
und	O
seinen	O
voraussichtlichen	O
Konsequenzen	O
zu	O
.	O

Wenn	O
jetzt	O
durch	O
das	O
Abtreten	O
von	O
Strauß	O
die	O
Tracht	O
an	B-FIG
Glanz	I-FIG
verliert	I-FIG
und	O
damit	O
als	O
beruhigendes	O
Element	O
der	O
Tradition	O
wegfällt	O
,	O
weil	O
sie	O
keiner	O
seiner	O
Nachfolger	O
mehr	O
erfolgreich	O
als	O
Deckmantel	O
benützen	O
kann	O
,	O
verliert	O
auch	O
die	O
CSU	O
nach	O
und	O
nach	O
an	O
Faszination	O
.	O

Die	O
Tracht	O
der	O
Partei	O
verliert	B-FIG
an	I-FIG
Glanz	I-FIG
,	O
doch	O
der	O
Apparat	O
steht	O
bis	O
ins	O
letzte	O
Dorf	O

Doch	O
läßt	O
sich	O
das	O
prominente	O
BBC-Programm	O
,	O
das	O
dort	O
seit	O
34	O
Jahren	O
läuft	O
und	O
läuft	O
und	O
läuft	O
,	O
auf	O
deutsche	O
Verhältnisse	O
übertragen	O
,	O
ohne	O
daß	O
es	O
dabei	O
an	B-FIG
Glanz	I-FIG
verliert	I-FIG
?	O

Jeder	O
der	O
drei	O
Tänzer	O
darf	O
einmal	O
mit	O
der	O
einen	O
Tänzerin	O
im	O
Duett	O
sich	O
als	O
Macho	O
zeigen	O
,	O
während	O
eine	O
Million	O
Papierschnipsel	O
auf	O
dem	O
Boden	O
liegen	O
-	O
das	O
ist	O
ein	O
bißchen	O
glatt	O
,	O
zu	O
klischeehaft	O
auch	O
,	O
und	O
die	O
Bewegungen	O
gehen	O
zu	O
sehr	O
ins	O
Sportive	O
und	O
verlieren	B-FIG
an	I-FIG
Glanz	I-FIG
.	O

Die	O
großen	O
Hoffnungsträger	O
in	O
der	O
Regierung	O
verlieren	B-FIG
an	I-FIG
Glanz	I-FIG
.	O

Aber	O
die	O
Zweifel	O
an	O
der	O
mechanistischen	O
Landwirtschaft	O
und	O
Medizin	O
wachsen	O
,	O
die	O
Vision	O
von	O
der	O
Unterwerfung	O
der	O
Natur	O
verliert	B-FIG
ihren	O
Glanz	I-FIG
,	O
und	O
das	O
Klima	O
ändert	O
sich	O
-	O
im	O
wörtlichen	O
wie	O
im	O
übertragenen	O
Sinne	O
.	O

Der	O
Auftritt	O
der	O
Münchner	O
am	O
Mittwoch	O
abend	O
in	O
Kiew	O
zeigte	O
nämlich	O
kraß	O
,	O
daß	O
alles	O
,	O
was	O
in	O
der	O
Bundesliga	O
so	O
überirdisch	O
wirkt	O
,	O
in	O
Europas	O
Spitzenregionen	O
rapide	O
an	B-FIG
Glanz	I-FIG
verliert	I-FIG
.	O

Der	O
Brillanteffekt	O
verliert	B-FIG
an	I-FIG
Glanz	I-FIG
.	O

Dieses	O
Leid-	O
Motiv	O
ist	O
tatsächlich	O
das	O
Leitmotiv	O
des	O
Films	O
,	O
der	O
die	O
Wandlung	O
des	O
englischen	O
Simplicissimus	O
vom	O
eitlen	O
,	O
aber	O
nicht	O
völlig	O
an	B-FIG
den	O
Glanz	I-FIG
verlorenen	I-FIG
Gecken	O
zum	O
Heiler	O
und	O
Aufklärer	O
beschreibt	O
.	O

Zwar	O
hat	O
die	O
Werft	O
Aufträge	O
für	O
vier	O
weitere	O
Containerschiffe	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
,	O
aber	O
die	O
Belegschaft	O
ist	O
nicht	O
ausgelastet	O
.	O

Obwohl	O
einige	O
Firmen	O
zusätzliche	O
Aufträge	O
für	O
Munition	O
,	O
Ersatzteile	O
und	O
Raketen	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
konnten	O
,	O
hat	O
der	O
Krieg	O
den	O
allgemeinen	O
Trend	O
-	O
rückläufige	O
Waffenverkäufe	O
-	O
nicht	O
aufhalten	O
können	O
.	O

Sie	O
ziehen	O
die	O
letzten	O
zwei	O
Jahre	O
zum	O
Vergleich	O
heran	O
,	O
in	O
denen	O
sie	O
jeweils	O
knapp	O
40.000	O
Tonnen	O
Heilbutt	O
mit	O
einem	O
Jahresumsatz	O
von	O
2	O
Milliarden	O
Mark	O
an	B-LIT
Land	I-LIT
zogen	I-LIT
.	O

1996	O
wurden	O
weltweit	O
rekordverdächtige	O
121	O
Millionen	O
Tonnen	O
Fisch	O
an	B-LIT
Land	I-LIT
gezogen	I-LIT
.	O

Berlin	O
(	O
dpa	O
)	O
-	O
Kurz	O
vor	O
dem	O
Ausscheiden	O
aus	O
seinem	O
Amt	O
hat	O
der	O
DDR-Bauminister	O
Axel	O
Viehweger	O
(	O
FDP	O
)	O
einen	O
Vorstoß	O
unternommen	O
,	O
um	O
Bauaufträge	O
aus	O
der	O
Sowjetunion	O
an	B-FIG
Land	I-FIG
zu	O
ziehen	I-FIG
.	O

Mit	O
dem	O
Titel	O
hofft	O
der	O
TSV	O
nun	O
,	O
entweder	O
die	O
Siegener	O
Wirtschaft	O
in	O
Zugzwang	O
zu	O
bringen	O
oder	O
in	O
letzter	O
Sekunde	O
einen	O
ganz	O
neuen	O
Sponsor	O
an	B-FIG
Land	I-FIG
zu	O
ziehen	I-FIG
.	O

Noch	O
Ende	O
letzten	O
Jahres	O
hatte	O
der	O
Betriebsrat	O
ein	O
tragfähig	O
scheinendes	O
Konzept	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
.	O

Mit	O
jeweils	O
einem	O
Treffer	O
in	O
zwei	O
Tips	O
konnten	O
die	O
erwünschten	O
Millionenbeträge	O
nicht	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
werden	O
.	O

"	O
Das	O
Ärgerlichste	O
an	O
alldem	O
"	O
,	O
weiß	O
Armando	O
,	O
der	O
Forstmann	O
,	O
"	O
ist	O
aber	O
nicht	O
,	O
daß	O
die	O
Gangster	O
die	O
Aufforstungsaufträge	O
mit	O
ihren	O
hinterhältigen	O
Mitteln	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
und	O
ehrliche	O
Konkurrenten	O
ausschalten	O
-	O
das	O
Schlimmste	O
ist	O
,	O
daß	O
sie	O
danach	O
ja	O
gar	O
nichts	O
aufforsten	O
.	O

Wir	O
hatten	O
ein	O
Stipendium	O
von	O
der	O
Video	O
Foundation	O
aus	O
Boston	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
und	O
damit	O
Zeit	O
auf	O
einem	O
Fernsehsatelliten	O
gekauft	O
,	O
um	O
unsere	O
Show	O
und	O
die	O
Arbeiten	O
von	O
anderen	O
Gruppen	O
im	O
ganzen	O
Land	O
zu	O
verbreiten	O
.	O

Eichel	O
"	O
schwamm	O
"	O
,	O
doch	O
Fischer	O
zog	B-FIG
ihn	O
schnell	O
an	I-FIG
Land	I-FIG
:	O
"	O
Wir	O
werden	O
doch	O
den	O
Nachtragshaushalt	O
des	O
Landes	O
nicht	O
zusammen	O
mit	O
der	O
Landespressekonferenz	O
beraten	O
.	O

Die	O
zweite	O
Million	O
zog	B-FIG
"	O
Käpt	O
'n	O
Bodo	O
"	O
mit	O
dem	O
Lachsack	O
an	I-FIG
Land	I-FIG
.	O

Uwe	O
Stoll	O
,	O
der	O
bereits	O
mit	O
seinem	O
Film	O
"	O
Diabolo	O
Felizitas	O
"	O
im	O
Rahmen	O
der	O
"	O
Ersten	O
Bremer	O
Filmschau	O
"	O
kürzlich	O
in	O
Erscheinung	O
getreten	O
ist	O
,	O
hat	O
sich	O
mit	O
den	O
Kameramann	O
Jürgen	O
Dombrowsky	O
von	O
Radio	O
Bremen	O
sowie	O
dem	O
Beleuchter	O
Rolf	O
Essers	O
und	O
der	O
Produktionsleiterin	O
Christa	O
Beland	O
,	O
-	O
beide	O
vom	O
Bremer	O
Theater-professionell	O
gesehen	O
,	O
"	O
fette	O
Fische	O
"	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
.	O

Es	O
muß	O
am	O
Haken	O
liegen	O
:	O
Bisher	O
hat	O
die	O
Industrie	O
noch	O
kaum	O
einen	O
Fisch	O
aus	O
dem	O
Netz	O
der	O
Weltmusik	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
.	O

Dies	O
ist	O
zum	O
Beispiel	O
die	O
Verkehrsindustrie	O
,	O
die	O
unlängst	O
einen	O
fetten	O
Auftrag	O
für	O
die	O
U-Bahn	O
in	O
Schanghai	O
an	B-FIG
Land	I-FIG
zog	I-FIG
.	O

1973	O
konnte	O
das	O
"	O
mittelständische	O
Handelsunternehmen	O
"	O
(	O
Swyen	O
)	O
einen	O
bis	O
ins	O
nächste	O
Jahrtausend	O
reichenden	O
Exklusivvertrag	O
über	O
sowjetische	O
Urananreicherungs-Dienstleistungen	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
.	O

Die	O
muß	O
nun	O
allerdings	O
unter	O
Beobachtung	O
bleiben	O
,	O
denn	O
es	O
geht	O
erfahrungsgemäß	O
schnell	O
,	O
daß	O
sich	O
arbeitsentlastete	O
Verwaltungen	O
neue	O
Aufgaben	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
.	O

Ein	O
heikler	O
Punkt	O
,	O
mit	O
dem	O
sich	O
die	O
Anstalt	O
möglicherweise	O
wäschekörbevoll	O
Prozesse	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
könnte	O
,	O
für	O
die	O
Pächter	O
winkt	O
bereits	O
heute	O
das	O
(	O
fast	O
)	O
sichere	O
Aus	O
.	O

Ich	O
kann	O
mir	O
nicht	O
vorstellen	O
,	O
daß	O
sich	O
das	O
Tiefbauamt	O
aus	O
heiterem	O
Himmel	O
einen	O
neuen	O
Kriegsschauplatz	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
will	O
.	O

Im	O
Falle	O
von	O
Henning	O
Harnisch	O
ist	O
das	O
aber	O
nicht	O
mehr	O
relevant	O
;	O
schließlich	O
glaubt	O
der	O
Mann	O
ja	O
wohl	O
nicht	O
im	O
Ernst	O
,	O
daß	O
ich	O
ihm	O
die	O
einmal	O
an	B-FIG
Land	I-FIG
gezogene	O
Kolumne	O
wieder	I-FIG
zurückgebe	O
.	O

Bleibt	O
zu	O
befürchten	O
,	O
daß	O
die	O
"	O
Monopolisierung	O
"	O
weiter	O
voranschreitet	O
,	O
da	O
finanzkräftige	O
Großunternehmen	O
des	O
Handels	O
es	O
jetzt	O
noch	O
leichter	O
haben	O
werden	O
,	O
sich	O
die	O
letzten	O
Quadratmeter	O
Gewerberaum	O
an	B-FIG
Land	I-FIG
zu	O
ziehen	I-FIG
und	O
unliebsame	O
Konkurrenz	O
aus	O
dem	O
Feld	O
zu	O
schlagen	O
.	O

Eine	O
Loslösung	O
von	O
Dasa	O
sollte	O
nach	O
seiner	O
Ansicht	O
allerdings	O
langsam	O
stattfinden	O
:	O
Erst	O
müsse	O
eine	O
eigene	O
Infrastruktur	O
aufgebaut	O
werden	O
,	O
um	O
Aufträge	O
an	B-FIG
Land	I-FIG
zu	O
ziehen	I-FIG
.	O

Den	O
bisher	O
"	O
dicksten	O
Fisch	O
"	O
in	O
ihrer	O
200jährigen	O
Geschichte	O
hat	O
jetzt	O
die	O
Papenburger	O
Meyer-	O
Werft	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
.	O

Erst	O
einmal	O
loslegen	O
,	O
Drittmittel	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
,	O
der	O
Rest	O
wird	O
sich	O
schon	O
finden	O
"	O
.	O

"	O
Die	O
Vermittlung	O
muß	O
einfach	O
mehr	O
Jobs	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
"	O
,	O
meint	O
die	O
Lateinstudentin	O
.	O

Zudem	O
haben	O
die	O
Eagles-Präsiden	O
auf	O
eine	O
Agentur	O
gesetzt	O
,	O
die	O
weder	O
in	O
der	O
Lage	O
war	O
,	O
die	O
so	O
dringend	O
benötigten	O
Finanziers	O
an	B-FIG
Land	I-FIG
zu	O
ziehen	I-FIG
,	O
noch	O
die	O
gewünschte	O
PR-Arbeit	O
zu	O
leisten	O
vermochte	O
.	O

Das	O
Geschäft	O
wurde	O
seinerzeit	O
zwar	O
im	O
letzten	O
Moment	O
abgeblasen	O
;	O
Weber	O
aber	O
hatte	O
immerhin	O
schon	O
ein	O
verbindliches	O
Angebot	O
der	O
österreichischen	O
Firma	O
Hirtenberger	O
an	B-FIG
Land	I-FIG
gezogen	I-FIG
.	O

"	O
Damit	O
können	O
wir	O
neue	O
Aufträge	O
an	B-FIG
Land	I-FIG
ziehen	I-FIG
,	O
müssen	O
allerdings	O
auch	O
kostendeckend	O
arbeiten	O
